date,BA stock,isPartial
2016-07-01,69,False
2016-07-02,9,False
2016-07-03,18,False
2016-07-04,16,False
2016-07-05,76,False
2016-07-06,89,False
2016-07-07,78,False
2016-07-08,93,False
2016-07-09,9,False
2016-07-10,9,False
2016-07-11,80,False
2016-07-12,79,False
2016-07-13,36,False
2016-07-14,50,False
2016-07-15,74,False
2016-07-16,19,False
2016-07-17,28,False
2016-07-18,48,False
2016-07-19,52,False
2016-07-20,65,False
2016-07-21,57,False
2016-07-22,74,False
2016-07-23,14,False
2016-07-24,23,False
2016-07-25,36,False
2016-07-26,59,False
2016-07-27,100,False
2016-07-28,68,False
2016-07-29,58,False
2016-07-30,19,False
2016-07-31,23,False
