date,INTC stock,isPartial
2015-12-01,56,False
2015-12-02,36,False
2015-12-03,43,False
2015-12-04,65,False
2015-12-05,50,False
2015-12-06,12,False
2015-12-07,79,False
2015-12-08,48,False
2015-12-09,42,False
2015-12-10,53,False
2015-12-11,49,False
2015-12-12,50,False
2015-12-13,12,False
2015-12-14,36,False
2015-12-15,54,False
2015-12-16,60,False
2015-12-17,67,False
2015-12-18,94,False
2015-12-19,26,False
2015-12-20,19,False
2015-12-21,50,False
2015-12-22,46,False
2015-12-23,66,False
2015-12-24,40,False
2015-12-25,14,False
2015-12-26,13,False
2015-12-27,13,False
2015-12-28,40,False
2015-12-29,80,False
2015-12-30,100,False
2015-12-31,71,False
