date,COST stock,isPartial
2019-03-01,85,False
2019-03-02,56,False
2019-03-03,59,False
2019-03-04,77,False
2019-03-05,88,False
2019-03-06,69,False
2019-03-07,90,False
2019-03-08,100,False
2019-03-09,60,False
2019-03-10,53,False
2019-03-11,91,False
2019-03-12,90,False
2019-03-13,78,False
2019-03-14,79,False
2019-03-15,79,False
2019-03-16,62,False
2019-03-17,49,False
2019-03-18,82,False
2019-03-19,79,False
2019-03-20,78,False
2019-03-21,81,False
2019-03-22,78,False
2019-03-23,45,False
2019-03-24,47,False
2019-03-25,83,False
2019-03-26,90,False
2019-03-27,71,False
2019-03-28,87,False
2019-03-29,77,False
2019-03-30,38,False
2019-03-31,72,False
