date,GS stock,isPartial
2018-04-01,5,False
2018-04-02,28,False
2018-04-03,20,False
2018-04-04,28,False
2018-04-05,13,False
2018-04-06,20,False
2018-04-07,0,False
2018-04-08,10,False
2018-04-09,22,False
2018-04-10,28,False
2018-04-11,14,False
2018-04-12,26,False
2018-04-13,28,False
2018-04-14,11,False
2018-04-15,8,False
2018-04-16,33,False
2018-04-17,100,False
2018-04-18,43,False
2018-04-19,17,False
2018-04-20,30,False
2018-04-21,9,False
2018-04-22,9,False
2018-04-23,19,False
2018-04-24,31,False
2018-04-25,22,False
2018-04-26,35,False
2018-04-27,19,False
2018-04-28,8,False
2018-04-29,6,False
2018-04-30,16,False
