date,MSFT stock,isPartial
2015-09-01,100,False
2015-09-02,77,False
2015-09-03,60,False
2015-09-04,53,False
2015-09-05,37,False
2015-09-06,12,False
2015-09-07,18,False
2015-09-08,44,False
2015-09-09,78,False
2015-09-10,84,False
2015-09-11,41,False
2015-09-12,28,False
2015-09-13,12,False
2015-09-14,56,False
2015-09-15,68,False
2015-09-16,41,False
2015-09-17,46,False
2015-09-18,68,False
2015-09-19,31,False
2015-09-20,23,False
2015-09-21,55,False
2015-09-22,75,False
2015-09-23,43,False
2015-09-24,42,False
2015-09-25,46,False
2015-09-26,10,False
2015-09-27,11,False
2015-09-28,65,False
2015-09-29,57,False
2015-09-30,55,False
