date,MU stock,isPartial
2014-01-01,20,False
2014-01-02,40,False
2014-01-03,43,False
2014-01-04,12,False
2014-01-05,12,False
2014-01-06,36,False
2014-01-07,77,False
2014-01-08,100,False
2014-01-09,75,False
2014-01-10,52,False
2014-01-11,20,False
2014-01-12,23,False
2014-01-13,42,False
2014-01-14,35,False
2014-01-15,37,False
2014-01-16,37,False
2014-01-17,46,False
2014-01-18,26,False
2014-01-19,9,False
2014-01-20,15,False
2014-01-21,29,False
2014-01-22,49,False
2014-01-23,27,False
2014-01-24,41,False
2014-01-25,23,False
2014-01-26,9,False
2014-01-27,51,False
2014-01-28,29,False
2014-01-29,24,False
2014-01-30,55,False
2014-01-31,39,False
