date,HAS stock,isPartial
2013-12-01,69,False
2013-12-02,100,False
2013-12-03,83,False
2013-12-04,86,False
2013-12-05,74,False
2013-12-06,86,False
2013-12-07,83,False
2013-12-08,94,False
2013-12-09,98,False
2013-12-10,98,False
2013-12-11,85,False
2013-12-12,100,False
2013-12-13,92,False
2013-12-14,56,False
2013-12-15,54,False
2013-12-16,66,False
2013-12-17,53,False
2013-12-18,57,False
2013-12-19,54,False
2013-12-20,51,False
2013-12-21,36,False
2013-12-22,39,False
2013-12-23,39,False
2013-12-24,62,False
2013-12-25,24,False
2013-12-26,46,False
2013-12-27,47,False
2013-12-28,38,False
2013-12-29,37,False
2013-12-30,38,False
2013-12-31,53,False
