date,TXN stock,isPartial
2012-04-01,0,False
2012-04-02,0,False
2012-04-03,0,False
2012-04-04,0,False
2012-04-05,73,False
2012-04-06,79,False
2012-04-07,87,False
2012-04-08,0,False
2012-04-09,0,False
2012-04-10,71,False
2012-04-11,67,False
2012-04-12,69,False
2012-04-13,73,False
2012-04-14,0,False
2012-04-15,0,False
2012-04-16,67,False
2012-04-17,100,False
2012-04-18,67,False
2012-04-19,0,False
2012-04-20,72,False
2012-04-21,0,False
2012-04-22,0,False
2012-04-23,0,False
2012-04-24,0,False
2012-04-25,67,False
2012-04-26,0,False
2012-04-27,0,False
2012-04-28,84,False
2012-04-29,0,False
2012-04-30,0,False
