date,FB stock,isPartial
2012-07-01,10,False
2012-07-02,35,False
2012-07-03,40,False
2012-07-04,15,False
2012-07-05,29,False
2012-07-06,33,False
2012-07-07,30,False
2012-07-08,10,False
2012-07-09,28,False
2012-07-10,30,False
2012-07-11,37,False
2012-07-12,41,False
2012-07-13,31,False
2012-07-14,15,False
2012-07-15,20,False
2012-07-16,20,False
2012-07-17,44,False
2012-07-18,30,False
2012-07-19,34,False
2012-07-20,28,False
2012-07-21,16,False
2012-07-22,4,False
2012-07-23,32,False
2012-07-24,36,False
2012-07-25,30,False
2012-07-26,87,False
2012-07-27,100,False
2012-07-28,40,False
2012-07-29,22,False
2012-07-30,59,False
2012-07-31,40,False
