date,DIS stock,isPartial
2014-02-01,8,False
2014-02-02,8,False
2014-02-03,33,False
2014-02-04,40,False
2014-02-05,33,False
2014-02-06,100,False
2014-02-07,30,False
2014-02-08,8,False
2014-02-09,0,False
2014-02-10,33,False
2014-02-11,39,False
2014-02-12,26,False
2014-02-13,33,False
2014-02-14,34,False
2014-02-15,24,False
2014-02-16,8,False
2014-02-17,34,False
2014-02-18,26,False
2014-02-19,13,False
2014-02-20,34,False
2014-02-21,21,False
2014-02-22,23,False
2014-02-23,0,False
2014-02-24,46,False
2014-02-25,40,False
2014-02-26,33,False
2014-02-27,33,False
2014-02-28,42,False
