date,SBUX stock,isPartial
2017-06-01,75,False
2017-06-02,56,False
2017-06-03,29,False
2017-06-04,19,False
2017-06-05,24,False
2017-06-06,56,False
2017-06-07,48,False
2017-06-08,68,False
2017-06-09,88,False
2017-06-10,24,False
2017-06-11,14,False
2017-06-12,56,False
2017-06-13,51,False
2017-06-14,57,False
2017-06-15,100,False
2017-06-16,64,False
2017-06-17,30,False
2017-06-18,0,False
2017-06-19,68,False
2017-06-20,55,False
2017-06-21,66,False
2017-06-22,75,False
2017-06-23,57,False
2017-06-24,24,False
2017-06-25,10,False
2017-06-26,66,False
2017-06-27,50,False
2017-06-28,50,False
2017-06-29,55,False
2017-06-30,91,False
