date,MRVL stock,isPartial
2016-02-01,49,False
2016-02-02,49,False
2016-02-03,74,False
2016-02-04,100,False
2016-02-05,0,False
2016-02-06,0,False
2016-02-07,56,False
2016-02-08,75,False
2016-02-09,50,False
2016-02-10,49,False
2016-02-11,49,False
2016-02-12,51,False
2016-02-13,0,False
2016-02-14,0,False
2016-02-15,49,False
2016-02-16,97,False
2016-02-17,49,False
2016-02-18,97,False
2016-02-19,50,False
2016-02-20,56,False
2016-02-21,0,False
2016-02-22,48,False
2016-02-23,72,False
2016-02-24,73,False
2016-02-25,97,False
2016-02-26,50,False
2016-02-27,56,False
2016-02-28,0,False
2016-02-29,94,False
