date,KO stock,isPartial
2016-09-01,72,False
2016-09-02,42,False
2016-09-03,12,False
2016-09-04,35,False
2016-09-05,10,False
2016-09-06,69,False
2016-09-07,72,False
2016-09-08,72,False
2016-09-09,64,False
2016-09-10,71,False
2016-09-11,58,False
2016-09-12,72,False
2016-09-13,60,False
2016-09-14,71,False
2016-09-15,72,False
2016-09-16,83,False
2016-09-17,0,False
2016-09-18,0,False
2016-09-19,88,False
2016-09-20,98,False
2016-09-21,70,False
2016-09-22,30,False
2016-09-23,42,False
2016-09-24,23,False
2016-09-25,0,False
2016-09-26,59,False
2016-09-27,39,False
2016-09-28,89,False
2016-09-29,100,False
2016-09-30,72,False
