date,AAPL stock,isPartial
2013-10-01,65,False
2013-10-02,57,False
2013-10-03,57,False
2013-10-04,57,False
2013-10-05,12,False
2013-10-06,8,False
2013-10-07,71,False
2013-10-08,49,False
2013-10-09,48,False
2013-10-10,47,False
2013-10-11,47,False
2013-10-12,9,False
2013-10-13,7,False
2013-10-14,62,False
2013-10-15,52,False
2013-10-16,61,False
2013-10-17,68,False
2013-10-18,67,False
2013-10-19,22,False
2013-10-20,18,False
2013-10-21,54,False
2013-10-22,100,False
2013-10-23,93,False
2013-10-24,91,False
2013-10-25,64,False
2013-10-26,27,False
2013-10-27,15,False
2013-10-28,75,False
2013-10-29,98,False
2013-10-30,47,False
2013-10-31,57,False
