date,MAT stock,isPartial
2017-11-01,21,False
2017-11-02,14,False
2017-11-03,22,False
2017-11-04,7,False
2017-11-05,7,False
2017-11-06,18,False
2017-11-07,14,False
2017-11-08,18,False
2017-11-09,24,False
2017-11-10,31,False
2017-11-11,39,False
2017-11-12,9,False
2017-11-13,100,False
2017-11-14,70,False
2017-11-15,49,False
2017-11-16,47,False
2017-11-17,39,False
2017-11-18,10,False
2017-11-19,13,False
2017-11-20,30,False
2017-11-21,20,False
2017-11-22,14,False
2017-11-23,24,False
2017-11-24,18,False
2017-11-25,10,False
2017-11-26,7,False
2017-11-27,25,False
2017-11-28,14,False
2017-11-29,32,False
2017-11-30,14,False
