date,BA stock,isPartial
2014-07-01,35,False
2014-07-02,20,False
2014-07-03,40,False
2014-07-04,21,False
2014-07-05,14,False
2014-07-06,14,False
2014-07-07,19,False
2014-07-08,23,False
2014-07-09,19,False
2014-07-10,28,False
2014-07-11,32,False
2014-07-12,9,False
2014-07-13,9,False
2014-07-14,54,False
2014-07-15,19,False
2014-07-16,28,False
2014-07-17,35,False
2014-07-18,12,False
2014-07-19,10,False
2014-07-20,0,False
2014-07-21,16,False
2014-07-22,46,False
2014-07-23,100,False
2014-07-24,40,False
2014-07-25,50,False
2014-07-26,14,False
2014-07-27,29,False
2014-07-28,32,False
2014-07-29,51,False
2014-07-30,43,False
2014-07-31,48,False
