date,AAPL stock,isPartial
2014-09-01,9,False
2014-09-02,36,False
2014-09-03,55,False
2014-09-04,51,False
2014-09-05,47,False
2014-09-06,15,False
2014-09-07,13,False
2014-09-08,35,False
2014-09-09,100,False
2014-09-10,82,False
2014-09-11,63,False
2014-09-12,59,False
2014-09-13,15,False
2014-09-14,8,False
2014-09-15,46,False
2014-09-16,51,False
2014-09-17,44,False
2014-09-18,37,False
2014-09-19,50,False
2014-09-20,12,False
2014-09-21,6,False
2014-09-22,52,False
2014-09-23,39,False
2014-09-24,41,False
2014-09-25,55,False
2014-09-26,48,False
2014-09-27,11,False
2014-09-28,8,False
2014-09-29,36,False
2014-09-30,32,False
