date,MU stock,isPartial
2015-10-01,100,False
2015-10-02,75,False
2015-10-03,31,False
2015-10-04,9,False
2015-10-05,81,False
2015-10-06,80,False
2015-10-07,65,False
2015-10-08,66,False
2015-10-09,68,False
2015-10-10,18,False
2015-10-11,0,False
2015-10-12,56,False
2015-10-13,51,False
2015-10-14,57,False
2015-10-15,76,False
2015-10-16,84,False
2015-10-17,15,False
2015-10-18,18,False
2015-10-19,62,False
2015-10-20,79,False
2015-10-21,51,False
2015-10-22,60,False
2015-10-23,63,False
2015-10-24,14,False
2015-10-25,9,False
2015-10-26,38,False
2015-10-27,39,False
2015-10-28,57,False
2015-10-29,34,False
2015-10-30,47,False
2015-10-31,9,False
