date,SIRI stock,isPartial
2015-01-01,28,False
2015-01-02,57,False
2015-01-03,43,False
2015-01-04,34,False
2015-01-05,44,False
2015-01-06,29,False
2015-01-07,78,False
2015-01-08,100,False
2015-01-09,73,False
2015-01-10,41,False
2015-01-11,33,False
2015-01-12,28,False
2015-01-13,63,False
2015-01-14,42,False
2015-01-15,43,False
2015-01-16,36,False
2015-01-17,17,False
2015-01-18,0,False
2015-01-19,42,False
2015-01-20,91,False
2015-01-21,55,False
2015-01-22,63,False
2015-01-23,43,False
2015-01-24,33,False
2015-01-25,16,False
2015-01-26,62,False
2015-01-27,83,False
2015-01-28,62,False
2015-01-29,91,False
2015-01-30,86,False
2015-01-31,49,False
