date,MCD stock,isPartial
2014-06-01,27,False
2014-06-02,55,False
2014-06-03,65,False
2014-06-04,55,False
2014-06-05,56,False
2014-06-06,59,False
2014-06-07,42,False
2014-06-08,56,False
2014-06-09,34,False
2014-06-10,34,False
2014-06-11,89,False
2014-06-12,22,False
2014-06-13,46,False
2014-06-14,27,False
2014-06-15,27,False
2014-06-16,55,False
2014-06-17,33,False
2014-06-18,56,False
2014-06-19,57,False
2014-06-20,60,False
2014-06-21,0,False
2014-06-22,27,False
2014-06-23,45,False
2014-06-24,100,False
2014-06-25,45,False
2014-06-26,57,False
2014-06-27,48,False
2014-06-28,28,False
2014-06-29,27,False
2014-06-30,67,False
