date,EBAY stock,isPartial
2012-10-01,54,False
2012-10-02,58,False
2012-10-03,75,False
2012-10-04,55,False
2012-10-05,57,False
2012-10-06,48,False
2012-10-07,46,False
2012-10-08,65,False
2012-10-09,61,False
2012-10-10,71,False
2012-10-11,58,False
2012-10-12,60,False
2012-10-13,59,False
2012-10-14,53,False
2012-10-15,53,False
2012-10-16,71,False
2012-10-17,100,False
2012-10-18,78,False
2012-10-19,73,False
2012-10-20,62,False
2012-10-21,64,False
2012-10-22,82,False
2012-10-23,70,False
2012-10-24,56,False
2012-10-25,81,False
2012-10-26,65,False
2012-10-27,59,False
2012-10-28,49,False
2012-10-29,53,False
2012-10-30,85,False
2012-10-31,59,False
