date,CTSH stock,isPartial
2016-08-01,46,False
2016-08-02,34,False
2016-08-03,35,False
2016-08-04,94,False
2016-08-05,100,False
2016-08-06,28,False
2016-08-07,56,False
2016-08-08,83,False
2016-08-09,59,False
2016-08-10,60,False
2016-08-11,37,False
2016-08-12,38,False
2016-08-13,0,False
2016-08-14,29,False
2016-08-15,63,False
2016-08-16,62,False
2016-08-17,25,False
2016-08-18,50,False
2016-08-19,51,False
2016-08-20,0,False
2016-08-21,0,False
2016-08-22,48,False
2016-08-23,48,False
2016-08-24,36,False
2016-08-25,58,False
2016-08-26,24,False
2016-08-27,27,False
2016-08-28,27,False
2016-08-29,45,False
2016-08-30,45,False
2016-08-31,23,False
