date,HAS stock,isPartial
2016-03-01,89,False
2016-03-02,80,False
2016-03-03,68,False
2016-03-04,71,False
2016-03-05,59,False
2016-03-06,73,False
2016-03-07,99,False
2016-03-08,87,False
2016-03-09,94,False
2016-03-10,63,False
2016-03-11,68,False
2016-03-12,52,False
2016-03-13,47,False
2016-03-14,82,False
2016-03-15,83,False
2016-03-16,60,False
2016-03-17,81,False
2016-03-18,58,False
2016-03-19,49,False
2016-03-20,63,False
2016-03-21,64,False
2016-03-22,69,False
2016-03-23,56,False
2016-03-24,80,False
2016-03-25,51,False
2016-03-26,44,False
2016-03-27,42,False
2016-03-28,61,False
2016-03-29,100,False
2016-03-30,69,False
2016-03-31,65,False
