date,HD stock,isPartial
2018-04-01,28,False
2018-04-02,76,False
2018-04-03,69,False
2018-04-04,71,False
2018-04-05,77,False
2018-04-06,67,False
2018-04-07,27,False
2018-04-08,27,False
2018-04-09,68,False
2018-04-10,58,False
2018-04-11,84,False
2018-04-12,43,False
2018-04-13,72,False
2018-04-14,17,False
2018-04-15,8,False
2018-04-16,42,False
2018-04-17,64,False
2018-04-18,86,False
2018-04-19,75,False
2018-04-20,57,False
2018-04-21,22,False
2018-04-22,25,False
2018-04-23,52,False
2018-04-24,51,False
2018-04-25,44,False
2018-04-26,100,False
2018-04-27,63,False
2018-04-28,25,False
2018-04-29,30,False
2018-04-30,61,False
