date,EBAY stock,isPartial
2019-01-01,36,False
2019-01-02,47,False
2019-01-03,53,False
2019-01-04,46,False
2019-01-05,42,False
2019-01-06,28,False
2019-01-07,42,False
2019-01-08,47,False
2019-01-09,61,False
2019-01-10,47,False
2019-01-11,56,False
2019-01-12,31,False
2019-01-13,36,False
2019-01-14,35,False
2019-01-15,47,False
2019-01-16,43,False
2019-01-17,48,False
2019-01-18,45,False
2019-01-19,38,False
2019-01-20,32,False
2019-01-21,29,False
2019-01-22,100,False
2019-01-23,80,False
2019-01-24,64,False
2019-01-25,68,False
2019-01-26,35,False
2019-01-27,29,False
2019-01-28,46,False
2019-01-29,97,False
2019-01-30,96,False
2019-01-31,62,False
