date,INTC stock,isPartial
2018-12-01,42,False
2018-12-02,14,False
2018-12-03,97,False
2018-12-04,81,False
2018-12-05,69,False
2018-12-06,87,False
2018-12-07,89,False
2018-12-08,24,False
2018-12-09,5,False
2018-12-10,73,False
2018-12-11,65,False
2018-12-12,87,False
2018-12-13,68,False
2018-12-14,66,False
2018-12-15,29,False
2018-12-16,9,False
2018-12-17,53,False
2018-12-18,80,False
2018-12-19,39,False
2018-12-20,100,False
2018-12-21,77,False
2018-12-22,34,False
2018-12-23,20,False
2018-12-24,50,False
2018-12-25,42,False
2018-12-26,60,False
2018-12-27,57,False
2018-12-28,68,False
2018-12-29,19,False
2018-12-30,10,False
2018-12-31,43,False
