date,COST stock,isPartial
2019-01-01,47,False
2019-01-02,73,False
2019-01-03,98,False
2019-01-04,86,False
2019-01-05,52,False
2019-01-06,43,False
2019-01-07,78,False
2019-01-08,88,False
2019-01-09,80,False
2019-01-10,87,False
2019-01-11,86,False
2019-01-12,55,False
2019-01-13,50,False
2019-01-14,83,False
2019-01-15,80,False
2019-01-16,84,False
2019-01-17,77,False
2019-01-18,87,False
2019-01-19,54,False
2019-01-20,54,False
2019-01-21,80,False
2019-01-22,88,False
2019-01-23,90,False
2019-01-24,87,False
2019-01-25,92,False
2019-01-26,65,False
2019-01-27,55,False
2019-01-28,100,False
2019-01-29,89,False
2019-01-30,82,False
2019-01-31,100,False
