date,MSFT stock,isPartial
2015-04-01,29,False
2015-04-02,30,False
2015-04-03,12,False
2015-04-04,9,False
2015-04-05,8,False
2015-04-06,42,False
2015-04-07,32,False
2015-04-08,27,False
2015-04-09,28,False
2015-04-10,26,False
2015-04-11,17,False
2015-04-12,9,False
2015-04-13,25,False
2015-04-14,32,False
2015-04-15,33,False
2015-04-16,25,False
2015-04-17,39,False
2015-04-18,7,False
2015-04-19,7,False
2015-04-20,36,False
2015-04-21,34,False
2015-04-22,30,False
2015-04-23,37,False
2015-04-24,100,False
2015-04-25,39,False
2015-04-26,20,False
2015-04-27,54,False
2015-04-28,49,False
2015-04-29,59,False
2015-04-30,78,False
