date,GS stock,isPartial
2019-01-01,9,False
2019-01-02,23,False
2019-01-03,21,False
2019-01-04,20,False
2019-01-05,9,False
2019-01-06,8,False
2019-01-07,20,False
2019-01-08,24,False
2019-01-09,14,False
2019-01-10,23,False
2019-01-11,20,False
2019-01-12,6,False
2019-01-13,2,False
2019-01-14,17,False
2019-01-15,27,False
2019-01-16,100,False
2019-01-17,71,False
2019-01-18,42,False
2019-01-19,6,False
2019-01-20,6,False
2019-01-21,6,False
2019-01-22,17,False
2019-01-23,17,False
2019-01-24,20,False
2019-01-25,16,False
2019-01-26,6,False
2019-01-27,8,False
2019-01-28,15,False
2019-01-29,15,False
2019-01-30,15,False
2019-01-31,22,False
