date,MCD stock,isPartial
2016-07-01,33,False
2016-07-02,17,False
2016-07-03,13,False
2016-07-04,15,False
2016-07-05,30,False
2016-07-06,38,False
2016-07-07,36,False
2016-07-08,51,False
2016-07-09,12,False
2016-07-10,9,False
2016-07-11,40,False
2016-07-12,42,False
2016-07-13,15,False
2016-07-14,39,False
2016-07-15,36,False
2016-07-16,26,False
2016-07-17,9,False
2016-07-18,33,False
2016-07-19,28,False
2016-07-20,56,False
2016-07-21,28,False
2016-07-22,31,False
2016-07-23,18,False
2016-07-24,9,False
2016-07-25,30,False
2016-07-26,100,False
2016-07-27,63,False
2016-07-28,58,False
2016-07-29,34,False
2016-07-30,18,False
2016-07-31,9,False
