date,BA stock,isPartial
2013-12-01,27,False
2013-12-02,52,False
2013-12-03,77,False
2013-12-04,47,False
2013-12-05,48,False
2013-12-06,25,False
2013-12-07,36,False
2013-12-08,35,False
2013-12-09,100,False
2013-12-10,71,False
2013-12-11,60,False
2013-12-12,56,False
2013-12-13,32,False
2013-12-14,36,False
2013-12-15,22,False
2013-12-16,61,False
2013-12-17,93,False
2013-12-18,81,False
2013-12-19,96,False
2013-12-20,73,False
2013-12-21,37,False
2013-12-22,38,False
2013-12-23,61,False
2013-12-24,44,False
2013-12-25,33,False
2013-12-26,97,False
2013-12-27,94,False
2013-12-28,44,False
2013-12-29,15,False
2013-12-30,46,False
2013-12-31,51,False
