date,EXPE stock,isPartial
2017-07-01,0,False
2017-07-02,0,False
2017-07-03,26,False
2017-07-04,26,False
2017-07-05,51,False
2017-07-06,26,False
2017-07-07,26,False
2017-07-08,29,False
2017-07-09,0,False
2017-07-10,0,False
2017-07-11,0,False
2017-07-12,25,False
2017-07-13,38,False
2017-07-14,43,False
2017-07-15,29,False
2017-07-16,0,False
2017-07-17,25,False
2017-07-18,0,False
2017-07-19,25,False
2017-07-20,33,False
2017-07-21,52,False
2017-07-22,0,False
2017-07-23,29,False
2017-07-24,0,False
2017-07-25,62,False
2017-07-26,49,False
2017-07-27,100,False
2017-07-28,77,False
2017-07-29,29,False
2017-07-30,58,False
2017-07-31,75,False
