date,TSLA stock,isPartial
2016-05-01,5,False
2016-05-02,26,False
2016-05-03,52,False
2016-05-04,80,False
2016-05-05,100,False
2016-05-06,49,False
2016-05-07,10,False
2016-05-08,2,False
2016-05-09,58,False
2016-05-10,44,False
2016-05-11,45,False
2016-05-12,49,False
2016-05-13,31,False
2016-05-14,5,False
2016-05-15,7,False
2016-05-16,33,False
2016-05-17,29,False
2016-05-18,50,False
2016-05-19,33,False
2016-05-20,29,False
2016-05-21,12,False
2016-05-22,3,False
2016-05-23,19,False
2016-05-24,20,False
2016-05-25,35,False
2016-05-26,26,False
2016-05-27,21,False
2016-05-28,7,False
2016-05-29,5,False
2016-05-30,4,False
2016-05-31,27,False
