date,SBUX stock,isPartial
2017-03-01,94,False
2017-03-02,40,False
2017-03-03,34,False
2017-03-04,0,False
2017-03-05,17,False
2017-03-06,64,False
2017-03-07,50,False
2017-03-08,66,False
2017-03-09,66,False
2017-03-10,70,False
2017-03-11,17,False
2017-03-12,20,False
2017-03-13,62,False
2017-03-14,49,False
2017-03-15,75,False
2017-03-16,76,False
2017-03-17,51,False
2017-03-18,26,False
2017-03-19,13,False
2017-03-20,52,False
2017-03-21,56,False
2017-03-22,100,False
2017-03-23,49,False
2017-03-24,66,False
2017-03-25,22,False
2017-03-26,9,False
2017-03-27,78,False
2017-03-28,56,False
2017-03-29,52,False
2017-03-30,73,False
2017-03-31,67,False
