date,GS stock,isPartial
2016-07-01,23,False
2016-07-02,5,False
2016-07-03,5,False
2016-07-04,6,False
2016-07-05,30,False
2016-07-06,30,False
2016-07-07,24,False
2016-07-08,27,False
2016-07-09,10,False
2016-07-10,0,False
2016-07-11,21,False
2016-07-12,33,False
2016-07-13,21,False
2016-07-14,14,False
2016-07-15,9,False
2016-07-16,5,False
2016-07-17,5,False
2016-07-18,8,False
2016-07-19,100,False
2016-07-20,15,False
2016-07-21,15,False
2016-07-22,17,False
2016-07-23,15,False
2016-07-24,5,False
2016-07-25,8,False
2016-07-26,21,False
2016-07-27,23,False
2016-07-28,17,False
2016-07-29,18,False
2016-07-30,0,False
2016-07-31,5,False
