date,DIS stock,isPartial
2013-11-01,69,False
2013-11-02,13,False
2013-11-03,12,False
2013-11-04,21,False
2013-11-05,42,False
2013-11-06,10,False
2013-11-07,64,False
2013-11-08,100,False
2013-11-09,13,False
2013-11-10,25,False
2013-11-11,42,False
2013-11-12,52,False
2013-11-13,42,False
2013-11-14,32,False
2013-11-15,22,False
2013-11-16,25,False
2013-11-17,25,False
2013-11-18,21,False
2013-11-19,31,False
2013-11-20,21,False
2013-11-21,53,False
2013-11-22,0,False
2013-11-23,24,False
2013-11-24,12,False
2013-11-25,31,False
2013-11-26,61,False
2013-11-27,0,False
2013-11-28,22,False
2013-11-29,34,False
2013-11-30,13,False
