date,SIRI stock,isPartial
2016-07-01,44,False
2016-07-02,13,False
2016-07-03,7,False
2016-07-04,8,False
2016-07-05,17,False
2016-07-06,17,False
2016-07-07,37,False
2016-07-08,40,False
2016-07-09,16,False
2016-07-10,13,False
2016-07-11,51,False
2016-07-12,42,False
2016-07-13,48,False
2016-07-14,37,False
2016-07-15,45,False
2016-07-16,13,False
2016-07-17,7,False
2016-07-18,37,False
2016-07-19,29,False
2016-07-20,49,False
2016-07-21,29,False
2016-07-22,33,False
2016-07-23,9,False
2016-07-24,9,False
2016-07-25,36,False
2016-07-26,66,False
2016-07-27,90,False
2016-07-28,100,False
2016-07-29,70,False
2016-07-30,27,False
2016-07-31,10,False
