date,EA stock,isPartial
2018-01-01,18,False
2018-01-02,28,False
2018-01-03,24,False
2018-01-04,18,False
2018-01-05,25,False
2018-01-06,18,False
2018-01-07,18,False
2018-01-08,20,False
2018-01-09,31,False
2018-01-10,21,False
2018-01-11,26,False
2018-01-12,29,False
2018-01-13,11,False
2018-01-14,4,False
2018-01-15,8,False
2018-01-16,17,False
2018-01-17,13,False
2018-01-18,21,False
2018-01-19,19,False
2018-01-20,10,False
2018-01-21,14,False
2018-01-22,18,False
2018-01-23,10,False
2018-01-24,21,False
2018-01-25,25,False
2018-01-26,25,False
2018-01-27,13,False
2018-01-28,12,False
2018-01-29,21,False
2018-01-30,71,False
2018-01-31,100,False
