date,EXPE stock,isPartial
2016-11-01,38,False
2016-11-02,56,False
2016-11-03,37,False
2016-11-04,57,False
2016-11-05,0,False
2016-11-06,0,False
2016-11-07,36,False
2016-11-08,36,False
2016-11-09,100,False
2016-11-10,93,False
2016-11-11,58,False
2016-11-12,43,False
2016-11-13,0,False
2016-11-14,36,False
2016-11-15,36,False
2016-11-16,74,False
2016-11-17,37,False
2016-11-18,57,False
2016-11-19,0,False
2016-11-20,0,False
2016-11-21,36,False
2016-11-22,0,False
2016-11-23,36,False
2016-11-24,0,False
2016-11-25,37,False
2016-11-26,0,False
2016-11-27,0,False
2016-11-28,0,False
2016-11-29,35,False
2016-11-30,0,False
