date,ODP stock,isPartial
2016-06-01,49,False
2016-06-02,20,False
2016-06-03,20,False
2016-06-04,46,False
2016-06-05,0,False
2016-06-06,29,False
2016-06-07,20,False
2016-06-08,78,False
2016-06-09,100,False
2016-06-10,20,False
2016-06-11,0,False
2016-06-12,22,False
2016-06-13,19,False
2016-06-14,19,False
2016-06-15,19,False
2016-06-16,58,False
2016-06-17,0,False
2016-06-18,23,False
2016-06-19,46,False
2016-06-20,39,False
2016-06-21,20,False
2016-06-22,19,False
2016-06-23,20,False
2016-06-24,31,False
2016-06-25,0,False
2016-06-26,46,False
2016-06-27,0,False
2016-06-28,29,False
2016-06-29,40,False
2016-06-30,60,False
