date,COST stock,isPartial
2017-11-01,68,False
2017-11-02,85,False
2017-11-03,70,False
2017-11-04,46,False
2017-11-05,54,False
2017-11-06,84,False
2017-11-07,85,False
2017-11-08,79,False
2017-11-09,78,False
2017-11-10,59,False
2017-11-11,44,False
2017-11-12,54,False
2017-11-13,80,False
2017-11-14,84,False
2017-11-15,77,False
2017-11-16,75,False
2017-11-17,73,False
2017-11-18,49,False
2017-11-19,46,False
2017-11-20,90,False
2017-11-21,79,False
2017-11-22,67,False
2017-11-23,40,False
2017-11-24,46,False
2017-11-25,40,False
2017-11-26,43,False
2017-11-27,76,False
2017-11-28,96,False
2017-11-29,99,False
2017-11-30,100,False
