date,SBUX stock,isPartial
2014-12-01,42,False
2014-12-02,51,False
2014-12-03,30,False
2014-12-04,48,False
2014-12-05,100,False
2014-12-06,41,False
2014-12-07,15,False
2014-12-08,70,False
2014-12-09,56,False
2014-12-10,56,False
2014-12-11,57,False
2014-12-12,46,False
2014-12-13,32,False
2014-12-14,16,False
2014-12-15,35,False
2014-12-16,79,False
2014-12-17,49,False
2014-12-18,41,False
2014-12-19,38,False
2014-12-20,32,False
2014-12-21,16,False
2014-12-22,42,False
2014-12-23,29,False
2014-12-24,89,False
2014-12-25,26,False
2014-12-26,52,False
2014-12-27,16,False
2014-12-28,16,False
2014-12-29,77,False
2014-12-30,38,False
2014-12-31,39,False
