date,MCD stock,isPartial
2017-02-01,35,False
2017-02-02,95,False
2017-02-03,67,False
2017-02-04,33,False
2017-02-05,24,False
2017-02-06,50,False
2017-02-07,100,False
2017-02-08,93,False
2017-02-09,66,False
2017-02-10,61,False
2017-02-11,25,False
2017-02-12,16,False
2017-02-13,71,False
2017-02-14,79,False
2017-02-15,51,False
2017-02-16,43,False
2017-02-17,58,False
2017-02-18,33,False
2017-02-19,50,False
2017-02-20,29,False
2017-02-21,100,False
2017-02-22,36,False
2017-02-23,87,False
2017-02-24,90,False
2017-02-25,17,False
2017-02-26,16,False
2017-02-27,98,False
2017-02-28,57,False
