date,AMZN stock,isPartial
2016-06-01,41,False
2016-06-02,49,False
2016-06-03,48,False
2016-06-04,10,False
2016-06-05,8,False
2016-06-06,30,False
2016-06-07,30,False
2016-06-08,35,False
2016-06-09,27,False
2016-06-10,26,False
2016-06-11,8,False
2016-06-12,2,False
2016-06-13,37,False
2016-06-14,31,False
2016-06-15,19,False
2016-06-16,41,False
2016-06-17,33,False
2016-06-18,8,False
2016-06-19,8,False
2016-06-20,32,False
2016-06-21,28,False
2016-06-22,39,False
2016-06-23,30,False
2016-06-24,100,False
2016-06-25,19,False
2016-06-26,6,False
2016-06-27,60,False
2016-06-28,59,False
2016-06-29,42,False
2016-06-30,51,False
