date,ODP stock,isPartial
2019-02-01,36,False
2019-02-02,0,False
2019-02-03,47,False
2019-02-04,35,False
2019-02-05,21,False
2019-02-06,52,False
2019-02-07,28,False
2019-02-08,21,False
2019-02-09,47,False
2019-02-10,0,False
2019-02-11,40,False
2019-02-12,41,False
2019-02-13,41,False
2019-02-14,53,False
2019-02-15,43,False
2019-02-16,24,False
2019-02-17,0,False
2019-02-18,21,False
2019-02-19,0,False
2019-02-20,21,False
2019-02-21,48,False
2019-02-22,21,False
2019-02-23,24,False
2019-02-24,23,False
2019-02-25,41,False
2019-02-26,41,False
2019-02-27,100,False
2019-02-28,70,False
