date,MAT stock,isPartial
2012-04-01,41,False
2012-04-02,0,False
2012-04-03,34,False
2012-04-04,0,False
2012-04-05,0,False
2012-04-06,78,False
2012-04-07,43,False
2012-04-08,44,False
2012-04-09,40,False
2012-04-10,0,False
2012-04-11,67,False
2012-04-12,34,False
2012-04-13,35,False
2012-04-14,0,False
2012-04-15,40,False
2012-04-16,49,False
2012-04-17,100,False
2012-04-18,33,False
2012-04-19,33,False
2012-04-20,35,False
2012-04-21,0,False
2012-04-22,79,False
2012-04-23,33,False
2012-04-24,33,False
2012-04-25,0,False
2012-04-26,33,False
2012-04-27,35,False
2012-04-28,41,False
2012-04-29,41,False
2012-04-30,35,False
