date,GOOG stock,isPartial
2016-03-01,40,False
2016-03-02,70,False
2016-03-03,57,False
2016-03-04,85,False
2016-03-05,16,False
2016-03-06,4,False
2016-03-07,66,False
2016-03-08,60,False
2016-03-09,70,False
2016-03-10,53,False
2016-03-11,78,False
2016-03-12,32,False
2016-03-13,13,False
2016-03-14,47,False
2016-03-15,100,False
2016-03-16,53,False
2016-03-17,56,False
2016-03-18,66,False
2016-03-19,16,False
2016-03-20,20,False
2016-03-21,59,False
2016-03-22,68,False
2016-03-23,34,False
2016-03-24,56,False
2016-03-25,15,False
2016-03-26,19,False
2016-03-27,10,False
2016-03-28,45,False
2016-03-29,68,False
2016-03-30,51,False
2016-03-31,57,False
