date,DIS stock,isPartial
2018-01-01,11,False
2018-01-02,88,False
2018-01-03,82,False
2018-01-04,94,False
2018-01-05,60,False
2018-01-06,17,False
2018-01-07,14,False
2018-01-08,64,False
2018-01-09,70,False
2018-01-10,53,False
2018-01-11,69,False
2018-01-12,100,False
2018-01-13,24,False
2018-01-14,24,False
2018-01-15,40,False
2018-01-16,64,False
2018-01-17,69,False
2018-01-18,61,False
2018-01-19,70,False
2018-01-20,22,False
2018-01-21,14,False
2018-01-22,56,False
2018-01-23,76,False
2018-01-24,77,False
2018-01-25,46,False
2018-01-26,79,False
2018-01-27,22,False
2018-01-28,10,False
2018-01-29,63,False
2018-01-30,65,False
2018-01-31,83,False
