date,FB stock,isPartial
2018-03-01,11,False
2018-03-02,14,False
2018-03-03,3,False
2018-03-04,3,False
2018-03-05,13,False
2018-03-06,16,False
2018-03-07,16,False
2018-03-08,15,False
2018-03-09,16,False
2018-03-10,6,False
2018-03-11,3,False
2018-03-12,13,False
2018-03-13,13,False
2018-03-14,13,False
2018-03-15,15,False
2018-03-16,12,False
2018-03-17,4,False
2018-03-18,3,False
2018-03-19,55,False
2018-03-20,100,False
2018-03-21,92,False
2018-03-22,76,False
2018-03-23,56,False
2018-03-24,18,False
2018-03-25,10,False
2018-03-26,82,False
2018-03-27,75,False
2018-03-28,75,False
2018-03-29,55,False
2018-03-30,27,False
2018-03-31,7,False
