date,BA stock,isPartial
2014-06-01,36,False
2014-06-02,89,False
2014-06-03,78,False
2014-06-04,64,False
2014-06-05,91,False
2014-06-06,48,False
2014-06-07,37,False
2014-06-08,44,False
2014-06-09,66,False
2014-06-10,87,False
2014-06-11,100,False
2014-06-12,61,False
2014-06-13,52,False
2014-06-14,37,False
2014-06-15,18,False
2014-06-16,65,False
2014-06-17,60,False
2014-06-18,76,False
2014-06-19,67,False
2014-06-20,86,False
2014-06-21,19,False
2014-06-22,18,False
2014-06-23,46,False
2014-06-24,80,False
2014-06-25,55,False
2014-06-26,56,False
2014-06-27,70,False
2014-06-28,44,False
2014-06-29,18,False
2014-06-30,46,False
