date,WMT stock,isPartial
2017-06-01,19,False
2017-06-02,49,False
2017-06-03,4,False
2017-06-04,4,False
2017-06-05,34,False
2017-06-06,39,False
2017-06-07,27,False
2017-06-08,24,False
2017-06-09,16,False
2017-06-10,11,False
2017-06-11,21,False
2017-06-12,36,False
2017-06-13,39,False
2017-06-14,34,False
2017-06-15,25,False
2017-06-16,100,False
2017-06-17,19,False
2017-06-18,14,False
2017-06-19,82,False
2017-06-20,41,False
2017-06-21,47,False
2017-06-22,45,False
2017-06-23,40,False
2017-06-24,14,False
2017-06-25,7,False
2017-06-26,44,False
2017-06-27,41,False
2017-06-28,48,False
2017-06-29,35,False
2017-06-30,26,False
