date,PFE stock,isPartial
2013-11-01,42,False
2013-11-02,15,False
2013-11-03,0,False
2013-11-04,38,False
2013-11-05,13,False
2013-11-06,13,False
2013-11-07,51,False
2013-11-08,13,False
2013-11-09,15,False
2013-11-10,15,False
2013-11-11,0,False
2013-11-12,25,False
2013-11-13,25,False
2013-11-14,38,False
2013-11-15,27,False
2013-11-16,0,False
2013-11-17,30,False
2013-11-18,100,False
2013-11-19,25,False
2013-11-20,25,False
2013-11-21,26,False
2013-11-22,39,False
2013-11-23,15,False
2013-11-24,29,False
2013-11-25,62,False
2013-11-26,25,False
2013-11-27,25,False
2013-11-28,0,False
2013-11-29,14,False
2013-11-30,45,False
