date,BA stock,isPartial
2018-09-01,25,False
2018-09-02,13,False
2018-09-03,20,False
2018-09-04,61,False
2018-09-05,56,False
2018-09-06,90,False
2018-09-07,81,False
2018-09-08,15,False
2018-09-09,15,False
2018-09-10,66,False
2018-09-11,93,False
2018-09-12,99,False
2018-09-13,57,False
2018-09-14,100,False
2018-09-15,17,False
2018-09-16,17,False
2018-09-17,72,False
2018-09-18,86,False
2018-09-19,95,False
2018-09-20,93,False
2018-09-21,97,False
2018-09-22,17,False
2018-09-23,22,False
2018-09-24,79,False
2018-09-25,95,False
2018-09-26,71,False
2018-09-27,83,False
2018-09-28,85,False
2018-09-29,19,False
2018-09-30,11,False
