date,MAT stock,isPartial
2016-02-01,42,False
2016-02-02,100,False
2016-02-03,44,False
2016-02-04,47,False
2016-02-05,27,False
2016-02-06,29,False
2016-02-07,34,False
2016-02-08,32,False
2016-02-09,21,False
2016-02-10,13,False
2016-02-11,13,False
2016-02-12,26,False
2016-02-13,14,False
2016-02-14,14,False
2016-02-15,0,False
2016-02-16,12,False
2016-02-17,29,False
2016-02-18,33,False
2016-02-19,17,False
2016-02-20,29,False
2016-02-21,14,False
2016-02-22,31,False
2016-02-23,25,False
2016-02-24,25,False
2016-02-25,25,False
2016-02-26,17,False
2016-02-27,29,False
2016-02-28,21,False
2016-02-29,16,False
