date,HD stock,isPartial
2012-10-01,36,False
2012-10-02,28,False
2012-10-03,50,False
2012-10-04,77,False
2012-10-05,50,False
2012-10-06,34,False
2012-10-07,33,False
2012-10-08,48,False
2012-10-09,27,False
2012-10-10,62,False
2012-10-11,77,False
2012-10-12,80,False
2012-10-13,33,False
2012-10-14,32,False
2012-10-15,13,False
2012-10-16,34,False
2012-10-17,48,False
2012-10-18,82,False
2012-10-19,36,False
2012-10-20,17,False
2012-10-21,66,False
2012-10-22,27,False
2012-10-23,40,False
2012-10-24,27,False
2012-10-25,41,False
2012-10-26,36,False
2012-10-27,100,False
2012-10-28,55,False
2012-10-29,52,False
2012-10-30,59,False
2012-10-31,84,False
