date,MCD stock,isPartial
2015-09-01,99,False
2015-09-02,100,False
2015-09-03,85,False
2015-09-04,26,False
2015-09-05,30,False
2015-09-06,30,False
2015-09-07,39,False
2015-09-08,87,False
2015-09-09,58,False
2015-09-10,75,False
2015-09-11,52,False
2015-09-12,29,False
2015-09-13,28,False
2015-09-14,65,False
2015-09-15,57,False
2015-09-16,81,False
2015-09-17,83,False
2015-09-18,60,False
2015-09-19,29,False
2015-09-20,29,False
2015-09-21,85,False
2015-09-22,57,False
2015-09-23,41,False
2015-09-24,42,False
2015-09-25,35,False
2015-09-26,29,False
2015-09-27,39,False
2015-09-28,56,False
2015-09-29,80,False
2015-09-30,57,False
