date,TSLA stock,isPartial
2016-03-01,35,False
2016-03-02,49,False
2016-03-03,47,False
2016-03-04,47,False
2016-03-05,8,False
2016-03-06,7,False
2016-03-07,44,False
2016-03-08,50,False
2016-03-09,45,False
2016-03-10,46,False
2016-03-11,42,False
2016-03-12,20,False
2016-03-13,8,False
2016-03-14,51,False
2016-03-15,49,False
2016-03-16,54,False
2016-03-17,47,False
2016-03-18,52,False
2016-03-19,17,False
2016-03-20,11,False
2016-03-21,72,False
2016-03-22,60,False
2016-03-23,59,False
2016-03-24,60,False
2016-03-25,33,False
2016-03-26,11,False
2016-03-27,8,False
2016-03-28,50,False
2016-03-29,38,False
2016-03-30,60,False
2016-03-31,100,False
