date,AMZN stock,isPartial
2017-08-01,100,False
2017-08-02,97,False
2017-08-03,77,False
2017-08-04,63,False
2017-08-05,17,False
2017-08-06,11,False
2017-08-07,65,False
2017-08-08,71,False
2017-08-09,58,False
2017-08-10,67,False
2017-08-11,70,False
2017-08-12,13,False
2017-08-13,10,False
2017-08-14,56,False
2017-08-15,66,False
2017-08-16,80,False
2017-08-17,61,False
2017-08-18,59,False
2017-08-19,11,False
2017-08-20,7,False
2017-08-21,52,False
2017-08-22,52,False
2017-08-23,49,False
2017-08-24,56,False
2017-08-25,66,False
2017-08-26,14,False
2017-08-27,5,False
2017-08-28,59,False
2017-08-29,57,False
2017-08-30,54,False
2017-08-31,68,False
