date,PHG stock,isPartial
2014-01-01,66,False
2014-01-02,0,False
2014-01-03,0,False
2014-01-04,0,False
2014-01-05,0,False
2014-01-06,0,False
2014-01-07,0,False
2014-01-08,50,False
2014-01-09,50,False
2014-01-10,52,False
2014-01-11,0,False
2014-01-12,0,False
2014-01-13,0,False
2014-01-14,0,False
2014-01-15,0,False
2014-01-16,99,False
2014-01-17,51,False
2014-01-18,59,False
2014-01-19,0,False
2014-01-20,0,False
2014-01-21,0,False
2014-01-22,0,False
2014-01-23,100,False
2014-01-24,51,False
2014-01-25,0,False
2014-01-26,0,False
2014-01-27,0,False
2014-01-28,48,False
2014-01-29,48,False
2014-01-30,50,False
2014-01-31,0,False
