date,AMZN stock,isPartial
2017-07-01,9,False
2017-07-02,3,False
2017-07-03,30,False
2017-07-04,33,False
2017-07-05,34,False
2017-07-06,27,False
2017-07-07,18,False
2017-07-08,4,False
2017-07-09,4,False
2017-07-10,29,False
2017-07-11,31,False
2017-07-12,34,False
2017-07-13,31,False
2017-07-14,21,False
2017-07-15,8,False
2017-07-16,2,False
2017-07-17,27,False
2017-07-18,28,False
2017-07-19,28,False
2017-07-20,24,False
2017-07-21,29,False
2017-07-22,8,False
2017-07-23,3,False
2017-07-24,28,False
2017-07-25,26,False
2017-07-26,35,False
2017-07-27,100,False
2017-07-28,89,False
2017-07-29,18,False
2017-07-30,6,False
2017-07-31,48,False
