date,CSCO stock,isPartial
2017-06-01,70,False
2017-06-02,90,False
2017-06-03,34,False
2017-06-04,11,False
2017-06-05,78,False
2017-06-06,70,False
2017-06-07,64,False
2017-06-08,74,False
2017-06-09,91,False
2017-06-10,29,False
2017-06-11,17,False
2017-06-12,93,False
2017-06-13,60,False
2017-06-14,81,False
2017-06-15,60,False
2017-06-16,79,False
2017-06-17,32,False
2017-06-18,12,False
2017-06-19,100,False
2017-06-20,97,False
2017-06-21,78,False
2017-06-22,54,False
2017-06-23,91,False
2017-06-24,17,False
2017-06-25,17,False
2017-06-26,79,False
2017-06-27,71,False
2017-06-28,87,False
2017-06-29,75,False
2017-06-30,66,False
