date,COST stock,isPartial
2017-02-01,69,False
2017-02-02,77,False
2017-02-03,81,False
2017-02-04,49,False
2017-02-05,53,False
2017-02-06,73,False
2017-02-07,66,False
2017-02-08,69,False
2017-02-09,77,False
2017-02-10,69,False
2017-02-11,46,False
2017-02-12,57,False
2017-02-13,80,False
2017-02-14,62,False
2017-02-15,66,False
2017-02-16,71,False
2017-02-17,58,False
2017-02-18,54,False
2017-02-19,55,False
2017-02-20,74,False
2017-02-21,82,False
2017-02-22,81,False
2017-02-23,83,False
2017-02-24,68,False
2017-02-25,45,False
2017-02-26,49,False
2017-02-27,97,False
2017-02-28,100,False
