date,TWTR stock,isPartial
2016-01-01,8,False
2016-01-02,11,False
2016-01-03,7,False
2016-01-04,48,False
2016-01-05,41,False
2016-01-06,40,False
2016-01-07,52,False
2016-01-08,51,False
2016-01-09,16,False
2016-01-10,21,False
2016-01-11,36,False
2016-01-12,42,False
2016-01-13,57,False
2016-01-14,56,False
2016-01-15,64,False
2016-01-16,15,False
2016-01-17,7,False
2016-01-18,11,False
2016-01-19,88,False
2016-01-20,100,False
2016-01-21,62,False
2016-01-22,41,False
2016-01-23,11,False
2016-01-24,9,False
2016-01-25,84,False
2016-01-26,75,False
2016-01-27,61,False
2016-01-28,67,False
2016-01-29,44,False
2016-01-30,24,False
2016-01-31,7,False
