date,PEP stock,isPartial
2013-06-01,34,False
2013-06-02,22,False
2013-06-03,31,False
2013-06-04,50,False
2013-06-05,44,False
2013-06-06,25,False
2013-06-07,20,False
2013-06-08,0,False
2013-06-09,45,False
2013-06-10,0,False
2013-06-11,24,False
2013-06-12,0,False
2013-06-13,38,False
2013-06-14,50,False
2013-06-15,23,False
2013-06-16,23,False
2013-06-17,19,False
2013-06-18,19,False
2013-06-19,19,False
2013-06-20,38,False
2013-06-21,62,False
2013-06-22,23,False
2013-06-23,0,False
2013-06-24,57,False
2013-06-25,75,False
2013-06-26,38,False
2013-06-27,0,False
2013-06-28,100,False
2013-06-29,23,False
2013-06-30,70,False
